article_id,firm,tickers,shock_type,shock_magnitude,shock_direction
1216,Banco Santander SA,SAN.MC,financial,major,positive
1217,Solaria Energía y Medio Ambiente SA,SLR.MC,supply,major,positive
1218,Actividades de Construcción y Servicios S.A.,ACS.MC,supply,minor,positive
1219,Siemens Gamesa Renewable Energy SA,SGRE.MC,technology,minor,positive
1220,ACS,ACS.MC,financial,minor,positive
1221,Cellnex Telecom SA,CLNX.MC,financial,minor,positive
1222,ACS,ACS.MC,policy,major,positive
1223,Solaria,SLR.MC,financial,minor,negative
1224,Solaria,SLR.MC,financial,major,negative
1225,Naturgy,NTGY.MC,financial,minor,positive
1226,Banco Santander SA,SAN.MC,financial,minor,positive
1226,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,minor,positive
1227,Naturgy Energy Group SA,NTGY.MC,policy,major,positive
1228,Enagás,ENG.MC,financial,major,negative
1229,Cellnex Telecom SA,CLNX.MC,financial,minor,positive
1230,ACS,ACS.MC,financial,minor,positive
1231,Endesa,ELE.MC,demand,minor,positive
1232,Solaria,SLR.MC,financial,minor,negative
1233,Solaria,SLR.MC,financial,major,negative
1234,Naturgy,NTGY.MC,financial,minor,negative
1235,Telefónica S.A.,TEF.MC,policy,minor,positive
1236,Solaria,SLR.MC,financial,minor,negative
1237,Naturgy,NTGY.MC,financial,minor,negative
1238,Acciona S.A.,ANA.MC,policy,minor,positive
1238,Naturgy Energy Group S.A.,NTGY.MC,policy,minor,positive
1239,Grifols,GRF.MC,supply,minor,negative
1240,IAG,IAG.MC,demand,minor,positive
1241,Repsol SA,REP.MC,technology,minor,positive
1242,Siemens Gamesa,SGRE.MC,demand,minor,positive
1243,Iberdrola,IBE.MC,policy,major,positive
1244,Enagás SA,ENG.MC,technology,minor,positive
1244,Naturgy Energy Group SA,NTGY.MC,technology,minor,positive
1245,ACS.MC,ACS.MC,financial,major,positive
1246,Meliá Hotels,MEL.MC,demand,minor,positive
1247,Red Eléctrica Corp. S.A.,REE.MC,policy,minor,positive
1248,Aena,AENA.MC,supply,minor,positive
1249,BBVA,BBVA.MC,financial,minor,negative
1250,Telefónica SA,TEF.MC,financial,minor,negative
1251,Endesa,ELE.MC,policy,major,positive
1251,Iberdrola,IBE.MC,policy,major,positive
1252,Enagás,ENG.MC,financial,minor,negative
1253,Naturgy,NTGY.MC,financial,minor,positive
1254,Naturgy,NTGY.MC,financial,minor,positive
1255,Red Eléctrica,REE.MC,financial,minor,negative
1256,Iberdrola,IBE.MC,policy,minor,positive
1257,Siemens Gamesa,SGRE.MC,demand,minor,positive
1258,Repsol SA,REP.MC,supply,minor,negative
1259,ACS.MC,ACS.MC,supply,minor,positive
1260,Iberdrola,IBE.MC,technology,minor,positive
1261,Iberdrola,IBE.MC,policy,minor,positive
1262,Iberdrola,IBE.MC,financial,major,positive
1263,Acciona SA (ANA.MC),ANA.MC,supply,minor,positive
1264,Repsol SA,REP.MC,supply,minor,positive
1265,Acciona S.A. (ANA.MC),ANA.MC,supply,major,positive
1266,Bankia S.A.,BKIA.MC,financial,minor,positive
1266,CaixaBank S.A.,CABK.MC,financial,minor,positive
1267,Telefónica,TEF.MC,financial,minor,positive
1268,Bankia S.A.,BKIA.MC,financial,major,negative
1268,CaixaBank S.A.,CABK.MC,financial,major,positive
1269,Banco Sabadell,SAB.MC,financial,minor,negative
1269,Liberbank,LBK.MC,financial,minor,positive
1269,BBVA,BBVA.MC,financial,minor,positive
1270,Enagás,ENG.MC,supply,major,negative
1271,Acciona,ANA.MC,financial,major,positive
1272,atl Capital,ATL.MC,financial,minor,positive
1272,CIE Automotive,CIE.MC,demand,minor,positive
1272,Acerinox,ACX.MC,demand,minor,positive
1272,ArcelorMittal,MT.MC,demand,minor,positive
1273,Banco Santander SA,SAN.MC,financial,minor,positive
1273,Opdenergy,OPD.MC,financial,major,positive
1274,Acciona S.A.,ANA.MC,financial,minor,positive
1274,Repsol S.A.,REP.MC,financial,minor,positive
1275,Repsol,REP.MC,financial,major,negative
1276,Colonial Socimi SA,COL.MC,financial,minor,positive
1277,Acciona,ANA.MC,financial,major,positive
1278,Repsol SA,REP.MC,financial,major,negative
1279,Acciona,ANA.MC,financial,major,positive
1280,Naturgy Energy Group SA,NTGY.MC,financial,minor,positive
1281,Repsol,REP.MC,financial,major,positive
1282,Naturgy Energy Group SA,NTGY.MC,policy,minor,positive
1282,Gestamp Automoción,GEST.MC,policy,minor,positive
1283,Repsol,REP.MC,financial,minor,positive
1284,Cellnex,CLNX.MC,financial,major,positive
1285,Repsol SA (REP.MC),REP.MC,financial,major,negative
1286,Repsol SA,REP.MC,financial,major,negative
1287,Banco Santander SA,SAN.MC,financial,minor,positive
1288,Bankia SA,BKIA.MC,policy,minor,positive
1288,CaixaBank SA,CABK.MC,policy,minor,positive
1289,Acciona SA (ANA.MC),ANA.MC,financial,major,positive
1290,Acciona,ANA.MC,financial,minor,positive
1291,Colonia,COL.MC,financial,minor,positive
1292,Acciona SA,ANA.MC,financial,minor,positive
1293,Colonial,COL.MC,financial,minor,positive
1294,Repsol,REP.MC,supply,minor,positive
1295,Acciona,ANA.MC,financial,minor,positive
1296,Acciona SA,ANA.MC,financial,minor,positive
1297,Red Eléctrica Corp SA,REE.MC,policy,minor,positive
1298,Acciona,ANA.MC,financial,major,positive
1298,Repsol,REP.MC,financial,minor,positive
1299,Siemens Gamesa Renewable Energy SA,SGRE.MC,demand,minor,positive
1300,Banco Santander SA,SAN.MC,policy,minor,positive
1301,Siemens Gamesa Renewable Energy SA,SGRE.MC,demand,major,negative
1302,Enagás,ENG.MC,financial,minor,positive
1303,Enagás SA (ENG.MC),ENG.MC,financial,minor,positive
1304,Acciona (ANA.MC),ANA.MC,financial,minor,positive
1305,Solaria,SLR.MC,financial,minor,positive
1306,Acciona Energía,ANA.MC,financial,minor,positive
1307,Acciona S.A.,ANA.MC,demand,minor,positive
1308,IAG,IAG.MC,financial,minor,positive
1309,International Consolidated Airlines Group S.A. (IAG.MC),IAG.MC,demand,major,positive
1310,AENA.MC,AENA.MC,supply,major,negative
1310,Renfe Operadora,RENFE.MC,supply,major,negative
1310,ADIF,ADIF.MC,supply,major,negative
1311,Ferrovial SA,FER.MC,financial,minor,positive
1312,Endesa,ELE.MC,financial,major,positive
1313,Red Eléctrica Corp. SA,REE.MC,financial,minor,negative
1314,Aena SME SA,AENA.MC,supply,major,negative
1315,Iberdrola,IBE.MC,financial,minor,positive
1316,Cellnex,CLNX.MC,supply,minor,negative
1317,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,major,negative
1318,Aena SME SA,AENA.MC,supply,major,negative
1319,Endesa,ELE.MC,financial,major,positive
1320,Iberdrola,IBE.MC,financial,minor,positive
1321,Actividades de Construcción y Servicios S.A.,ACS.MC,policy,minor,positive
1322,Aena,AENA.MC,financial,minor,negative
1323,Endesa,ELE.MC,demand,minor,positive
1324,Enagás,ENG.MC,supply,minor,negative
1325,Endesa,ELE.MC,financial,minor,positive
1326,Enagás,ENG.MC,financial,minor,negative
1327,Repsol S.A.,REP.MC,demand,minor,positive
1327,Iberdrola S.A.,IBE.MC,demand,minor,positive
1327,Acciona S.A.,ANA.MC,demand,minor,positive
1328,Telefónica SA (TEF.MC),TEF.MC,demand,major,positive
1329,Red Eléctrica,REE.MC,financial,minor,negative
1330,BBVA,BBVA.MC,financial,minor,positive
1331,Iberdrola,IBE.MC,financial,minor,negative
1332,Banco Santander,SAN.MC,financial,minor,positive
1333,Endesa,ELE.MC,demand,minor,positive
1334,Aena,AENA.MC,financial,minor,negative
1335,Red Eléctrica,REE.MC,financial,minor,negative
1336,Siemens Gamesa,SGRE.MC,technology,major,positive
1337,Red Eléctrica,REE.MC,financial,minor,negative
1338,Iberdrola,IBE.MC,demand,minor,positive
1339,Iberdrola,IBE.MC,policy,minor,positive
1340,Telefónica,TEF.MC,financial,minor,positive
1341,Iberdrola,IBE.MC,demand,major,positive
1342,Red Eléctrica,REE.MC,financial,minor,negative
1343,Iberdrola,IBE.MC,demand,minor,positive
1344,Telefónica SA (TEF.MC),TEF.MC,demand,major,positive
1345,Telefónica (TEF.MC),TEF.MC,financial,minor,positive
1346,Ferrovial,FER.MC,demand,major,negative
1347,Colonial SOCIMI SA,COL.MC,financial,minor,negative
1348,ACS,ACS.MC,demand,major,negative
1349,Ferrovial SA (FER.MC),FER.MC,demand,major,negative
1350,Merlin Properties Socimi SA (MRL.MC),MRL.MC,financial,major,negative
1351,Telefónica,TEF.MC,financial,minor,positive
1352,Aena,AENA.MC,demand,minor,positive
1353,Ferrovial,FER.MC,demand,minor,positive
1354,Cellnex,CLNX.MC,financial,major,negative
1355,Cellnex,CLNX.MC,financial,major,positive
1356,ACS,ACS.MC,demand,minor,negative
1357,IAG,IAG.MC,financial,minor,positive
1358,ACS,ACS.MC,demand,major,negative
1359,BBVA,BBVA.MC,financial,minor,positive
1359,Banco Santander,SAN.MC,financial,minor,positive
1360,Ferrovial,FER.MC,demand,minor,positive
1361,Merlin Properties,MRL.MC,financial,minor,positive
1362,Colonial,COL.MC,financial,minor,negative
1363,IAG,IAG.MC,demand,major,positive
1364,Ferrovial,FER.MC,demand,minor,positive
1365,Merlin Properties,MRL.MC,financial,minor,positive
1366,Colonial,COL.MC,demand,minor,negative
1367,Cellnex Telecom SA (CLNX.MC),CLNX.MC,financial,major,negative
1368,Ferrovial,FER.MC,financial,minor,positive
1368,Sabadell,SAB.MC,financial,minor,positive
1369,Aena,AENA.MC,demand,minor,positive
1370,ACS.MC,ACS.MC,financial,minor,positive
1371,Endesa S.A.,ELE.MC,financial,major,positive
1371,Red Eléctrica Corp. S.A.,REE.MC,financial,minor,positive
1372,Grifols,GRF.MC,demand,major,positive
1373,Merlin Properties,MRL.MC,demand,minor,positive
1374,IAG,IAG.MC,demand,minor,positive
1375,BBVA,BBVA.MC,financial,minor,positive
1376,Grifols,GRF.MC,financial,major,negative
1377,Red Eléctrica,REE.MC,financial,minor,negative
1378,Inditex,ITX.MC,demand,minor,positive
1379,Cellnex,CLNX.MC,financial,minor,positive
1380,Telefónica,TEF.MC,financial,minor,positive
1380,Bankinter,BKT.MC,financial,minor,positive
1381,IAG,IAG.MC,financial,minor,positive
1382,IAG,IAG.MC,demand,minor,positive
1383,IAG,IAG.MC,demand,minor,positive
1384,Grifols,GRF.MC,supply,minor,positive
1385,Red Eléctrica Corp.,REE.MC,supply,minor,positive
1386,IAG,IAG.MC,demand,minor,positive
1387,Sabadell,SAB.MC,financial,minor,positive
1388,Amadeus,AMS.MC,financial,minor,negative
1389,Red Eléctrica,REE.MC,policy,minor,positive
1390,Siemens Gamesa Renewable Energy SA,SGRE.MC,demand,minor,positive
1391,Banco Sabadell,SAB.MC,financial,major,positive
1392,Telefónica,TEF.MC,supply,major,positive
1393,Endesa,ELE.MC,financial,minor,negative
1394,Telefónica,TEF.MC,financial,minor,positive
1395,Aena,AENA.MC,demand,minor,positive
1396,IAG,IAG.MC,demand,minor,positive
1397,Cellnex,CLNX.MC,financial,minor,positive
1398,Banco Sabadell SA,SAB.MC,financial,major,positive
1398,Bankinter SA,BKT.MC,financial,major,positive
1398,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,major,positive
1398,Banco Santander SA,SAN.MC,financial,major,positive
1399,Banco Bilbao Vizcaya Argentaria S.A.,BBVA.MC,financial,minor,positive
1400,CaixaBank,CABK.MC,financial,minor,positive
1400,Bankia,BKIA.MC,financial,minor,negative
1401,Iberdrola,IBE.MC,technology,minor,positive
1402,Iberdrola,IBE.MC,demand,major,positive
1403,BBVA,BBVA.MC,financial,minor,positive
1404,Iberdrola,IBE.MC,supply,major,positive
1405,Iberdrola,IBE.MC,policy,major,positive
1406,Meliá Hotels International SA (MEL.MC),MEL.MC,policy,major,positive
1407,Enagás SA,ENG.MC,supply,minor,positive
1408,Bankinter,BKT.MC,financial,minor,positive
1409,CaixaBank,CABK.MC,financial,minor,positive
1409,BBVA,BBVA.MC,supply,minor,negative
1409,Banco Santander,SAN.MC,demand,minor,positive
1410,Siemens Gamesa Renewable Energy SA,SGRE.MC,demand,minor,positive
1411,BBVA,BBVA.MC,policy,minor,positive
1412,Grenergy,GRE.MC,policy,minor,positive
1412,Greenalia,GRN.MC,policy,minor,positive
1412,Audax,ADX.MC,policy,minor,positive
1412,Solarpack,SPK.MC,policy,minor,positive
1412,Soltec,SOL.MC,policy,minor,positive
1413,Endesa,ELE.MC,demand,minor,positive
1414,Endesa SA,ELE.MC,policy,major,positive
1415,Meliá Hotels,MEL.MC,demand,major,positive
1416,Global Dominion Access SA,DOM.MC,financial,minor,positive
1417,Acciona S.A.,ANA.MC,supply,minor,positive
1418,BBVA,BBVA.MC,financial,minor,positive
1418,Santander,SAN.MC,financial,minor,negative
1419,Iberdrola,IBE.MC,financial,minor,positive
1420,Inditex,ITX.MC,financial,minor,negative
1421,Naturgy Energy Group SA,NTGY.MC,financial,minor,positive
1422,Siemens Gamesa Renewable Energy SA,SGRE.MC,supply,minor,positive
1423,Siemens Gamesa,SGRE.MC,supply,minor,negative
1424,ACS,ACS.MC,financial,minor,positive
1425,Cellnex,CLNX.MC,financial,minor,positive
1426,Acciona SA,ANA.MC,demand,minor,positive
1427,Repsol S.A.,REP.MC,financial,minor,positive
1428,Naturgy Energy Group SA,NTGY.MC,financial,minor,positive
1429,Aena SME S.A.,AENA.MC,supply,minor,negative
1430,Inditex,ITX.MC,demand,minor,negative
1431,CaixaBank SA,CABK.MC,financial,minor,positive
1432,Industria de Diseño Textil SA (ITX.MC),ITX.MC,supply,major,negative
1433,BBVA,BBVA.MC,demand,minor,positive
1434,Inditex,ITX.MC,demand,minor,negative
1435,Iberdrola,IBE.MC,supply,major,positive
1437,Aena,AENA.MC,policy,minor,positive
1438,Naturgy,NTGY.MC,supply,minor,positive
1439,Aena,AENA.MC,supply,minor,negative
1440,Inditex,ITX.MC,demand,minor,negative
1441,Enagás,ENG.MC,financial,minor,negative
1442,Inditex,ITX.MC,financial,major,negative
1443,Colonial,COL.MC,demand,minor,negative
1443,Merlin Properties,MRL.MC,demand,minor,negative
1444,Cellnex Telecom S.A.,CLNX.MC,financial,minor,positive
1445,Aena,AENA.MC,policy,minor,positive
1446,Ferrovial SA,FER.MC,demand,major,negative
1447,Inditex,ITX.MC,demand,minor,positive
1448,IAG,IAG.MC,demand,minor,positive
1449,Inditex,ITX.MC,demand,minor,negative
1450,Inditex,ITX.MC,demand,minor,positive
1451,Inditex,ITX.MC,financial,minor,negative
1452,Repsol,REP.MC,financial,minor,positive
1453,Inditex,ITX.MC,demand,minor,positive
1454,Aena SME SA,AENA.MC,demand,major,negative
1455,Inditex,ITX.MC,demand,minor,positive
1456,Red Eléctrica Corp,REE.MC,policy,minor,positive
1457,Telefónica S.A.,TEF.MC,financial,major,negative
1458,Banco Sabadell,SAB.MC,financial,minor,negative
1459,CaixaBank SA,CABK.MC,financial,minor,positive
1459,Bankia SA,BKIA.MC,financial,minor,positive
1459,Bankinter SA,BKT.MC,financial,minor,positive
1459,Banco Santander SA,SAN.MC,financial,minor,positive
1459,Liberbank SA,LBK.MC,financial,minor,positive
1459,Unicaja Banco SA,UNI.MC,financial,minor,positive
1459,Banco Sabadell SA,SAB.MC,financial,minor,positive
1459,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,minor,positive
1460,Endesa SA,ELE.MC,policy,major,positive
1461,Naturgy Energy Group SA,NTGY.MC,supply,major,positive
1462,Acciona SA,ANA.MC,supply,major,negative
1463,Ferrovial SA,FER.MC,demand,minor,positive
1464,Repsol SA,REP.MC,financial,minor,positive
1465,Siemens Gamesa Renewable Energy SA,SGRE.MC,financial,minor,positive
1466,Santander,SAN.MC,financial,minor,positive
1467,Siemens Gamesa,SGRE.MC,financial,major,negative
1468,Inditex,ITX.MC,supply,minor,negative
1469,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,major,positive
1470,Repsol,REP.MC,financial,minor,negative
1471,Repsol,REP.MC,financial,minor,positive
1472,Repsol,REP.MC,financial,minor,positive
1473,Banco Santander SA,SAN.MC,financial,minor,positive
1474,Capital Energy,CAP.MC,supply,minor,positive
1474,General Electric Co.,GE.MC,supply,minor,positive
1474,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,supply,minor,positive
1475,Cellnex Telecom SA,CLNX.MC,demand,minor,positive
1476,Acciona,ANA.MC,policy,major,positive
1477,Acciona SA,ANA.MC,supply,major,positive
1478,Bankinter SA,BKT.MC,financial,minor,negative
1479,Acciona S.A.,ANA.MC,financial,major,positive
1480,Telefónica SA,TEF.MC,financial,minor,positive
1481,Naturgy Energy Group SA,NTGY.MC,financial,minor,positive
1481,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,minor,positive
1481,CaixaBank SA,CABK.MC,financial,minor,positive
1481,Banco Santander SA,SAN.MC,financial,minor,positive
1482,Iberdrola,IBE.MC,technology,major,positive
1483,NH Hotel Group,NHH.MC,demand,major,negative
1483,Meliá,MEL.MC,demand,major,negative
1484,Siemens Gamesa,SGRE.MC,financial,minor,negative
1485,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,policy,minor,positive
1486,Telefónica,TEF.MC,financial,minor,negative
1487,Bankinter SA,BKT.MC,demand,minor,positive
1487,Acciona SA,ANA.MC,demand,minor,positive
1488,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,supply,minor,negative
1489,Repsol SA,REP.MC,supply,minor,positive
1490,Meliá Hotels International SA,MEL.MC,supply,major,negative
1491,International Consolidated Airlines Group S.A.,IAG.MC,financial,minor,positive
1492,CaixaBank SA,CABK.MC,financial,minor,negative
1492,Liberbank SA,LBK.MC,financial,minor,negative
1492,Bankia SA,BKIA.MC,financial,minor,negative
1492,Unicaja Banco SA,UNI.MC,financial,minor,negative
1493,Endesa SA,ELE.MC,policy,minor,positive
1494,Naturgy,NTGY.MC,financial,minor,negative
1495,Banco de Sabadell SA,SAB.MC,policy,minor,positive
1496,Banco de Sabadell SA,SAB.MC,financial,minor,positive
1497,IAG,IAG.MC,financial,minor,positive
1498,IAG,IAG.MC,financial,minor,negative
1499,Banco Sabadell,SAB.MC,financial,minor,negative
1500,Telefonica S.A.,TEF.MC,policy,minor,positive
1501,BBVA,BBVA.MC,financial,minor,negative
1502,Naturgy,NTGY.MC,financial,minor,positive
1503,Banco Santander,SAN.MC,financial,minor,negative
1503,BBVA,BBVA.MC,financial,minor,negative
1504,Enagás,ENG.MC,supply,minor,positive
1505,Red Eléctrica,REE.MC,financial,minor,negative
1506,Acciona SA,ANA.MC,demand,minor,positive
1507,Red Eléctrica Corp. S.A.,REE.MC,policy,minor,positive
1508,BBVA,BBVA.MC,financial,major,negative
1509,Naturgy Energy Group SA,NTGY.MC,financial,minor,positive
1510,Bankinter SA,BKT.MC,financial,major,positive
1511,Merlin Properties,MRL.MC,demand,minor,positive
1512,Colonial,COL.MC,financial,minor,negative
1513,CaixaBank SA,CABK.MC,financial,major,positive
1513,Bankia SA,BKIA.MC,financial,major,positive
1514,BBVA,BBVA.MC,financial,minor,positive
1515,Bankinter SA,BKT.MC,financial,major,positive
1516,Grifols,GRF.MC,demand,minor,positive
1517,Meliá Hotels International SA,MEL.MC,demand,minor,positive
1518,International Consolidated Airlines Group SA,IAG.MC,financial,minor,positive
1519,Bankia,BKIA.MC,financial,minor,positive
1519,CaixaBank,CABK.MC,financial,minor,positive
1520,Cellnex,CLNX.MC,demand,minor,positive
1521,IAG,IAG.MC,financial,minor,positive
1522,CaixaBank SA,CABK.MC,financial,major,positive
1522,Fluidra SA,FDR.MC,financial,minor,positive
1522,Bankia SA,BKIA.MC,financial,major,negative
1522,Soltec Power Holdings SA,SOL.MC,financial,minor,positive
1522,Técnicas Reunidas SA,TRE.MC,financial,minor,positive
1523,IAG,IAG.MC,financial,minor,positive
1524,Bankia,BKIA.MC,financial,minor,positive
1524,CaixaBank,CABK.MC,financial,minor,positive
1525,Naturgy Energy Group SA,NTGY.MC,supply,major,negative
1526,Meliá,MEL.MC,demand,minor,positive
1527,Opdenergy,OPD.MC,financial,major,positive
1528,CaixaBank SA,CABK.MC,financial,major,positive
1528,Bankia SA,BKIA.MC,financial,major,positive
1529,AENA.MC,AENA.MC,policy,minor,positive
1530,Aena SME S.A.,AENA.MC,policy,major,positive
1531,Ferrovial,FER.MC,demand,minor,positive
1532,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,demand,minor,positive
1533,Banco Santander SA,SAN.MC,supply,minor,negative
1534,Meliá Hotels International SA,MEL.MC,demand,major,negative
1535,Cellnex,CLNX.MC,financial,major,positive
1536,Cellnex,CLNX.MC,financial,minor,negative
1537,Opdenergy,OPD.MC,financial,minor,positive
1538,Repsol SA,REP.MC,policy,minor,positive
1539,Banco Santander S.A.,SAN.MC,financial,minor,positive
1540,Banco Santander S.A. (SAN.MC),SAN.MC,financial,minor,positive
1541,Santander,SAN.MC,financial,minor,positive
1542,Banco Santander,SAN.MC,financial,minor,positive
1543,Banco Santander,SAN.MC,financial,minor,positive
1544,Santander,SAN.MC,financial,minor,positive
1545,Telefónica,TEF.MC,demand,minor,negative
1546,CaixaBank,CABK.MC,financial,minor,positive
1546,Bankia,BKIA.MC,financial,major,negative
1547,Banco Santander S.A.,SAN.MC,financial,minor,positive
1548,Bankia SA,BKIA.MC,financial,major,positive
1548,CaixaBank SA,CABK.MC,financial,major,positive
1549,Repsol S.A.,REP.MC,policy,minor,negative
1550,Banco Santander SA,SAN.MC,financial,minor,positive
1551,Repsol S.A.,REP.MC,policy,major,positive
1552,Banco Bilbao Vizcaya Argentaria S.A. (BBVA.MC),BBVA.MC,financial,minor,negative
1552,Banco de Sabadell S.A. (SAB.MC),SAB.MC,financial,minor,positive
1553,Cellnex Telecom SA,CLNX.MC,financial,minor,positive
1554,Santander,SAN.MC,financial,minor,negative
1555,Iberdrola,IBE.MC,supply,minor,positive
1556,Telefónica,TEF.MC,demand,minor,positive
1556,Euskaltel,EKT.MC,supply,major,positive
1557,Almirall,ALM.MC,financial,minor,positive
1558,Endesa,ELE.MC,policy,minor,positive
1559,CaixaBank S.A.,CABK.MC,financial,minor,positive
1560,Cellnex Telecom SA,CLNX.MC,financial,major,positive
1561,Acciona,ANA.MC,financial,major,positive
1562,Cellnex,CLNX.MC,financial,minor,negative
1563,Aena,AENA.MC,demand,minor,positive
1564,Enagás,ENG.MC,policy,major,positive
1565,ACS.MC,ACS.MC,financial,minor,positive
1566,Repsol SA,REP.MC,policy,major,positive
1566,Siemens Gamesa Renewable Energy SA,SGRE.MC,policy,major,positive
1567,Acciona S.A.,ANA.MC,demand,minor,positive
1568,Cellnex,CLNX.MC,financial,minor,positive
1569,Naturgy Energy Group S.A.,NTGY.MC,technology,major,positive
1570,Bankia SA,BKIA.MC,financial,minor,positive
1570,CaixaBank SA,CABK.MC,financial,minor,positive
1571,Ferrovial,FER.MC,financial,minor,positive
1572,Iberdrola,IBE.MC,supply,minor,positive
1573,Siemens Gamesa,SGRE.MC,demand,major,positive
1574,Banco Sabadell SA,SAB.MC,demand,minor,positive
1575,IAG,IAG.MC,demand,minor,positive
1576,ACS,ACS.MC,policy,major,negative
1577,Corporación Financiera Alba,ALB.MC,policy,minor,positive
1577,Banco Santander,SAN.MC,financial,minor,positive
1577,Euskaltel,EKT.MC,policy,major,negative
1578,ACS,ACS.MC,financial,major,positive
1579,ACS,ACS.MC,financial,major,negative
1580,Siemens Gamesa,SGRE.MC,policy,minor,positive
1581,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,major,positive
1582,Banco Bilbao Vizcaya Argentaria S.A.,BBVA.MC,financial,minor,positive
1583,Ferrovial SA,FER.MC,demand,major,positive
1584,Telefónica SA,TEF.MC,supply,minor,positive
1584,Acciona SA,ANA.MC,supply,major,positive
1585,Ferrovial,FER.MC,demand,minor,positive
1586,Banco Santander,SAN.MC,financial,major,positive
1587,Iberdrola,IBE.MC,technology,minor,positive
1588,ACS,ACS.MC,financial,major,positive
1589,Naturgy Energy Group S.A.,NTGY.MC,supply,minor,positive
1590,Ferrovial SA,FER.MC,financial,minor,positive
1591,Ecoener,ECOE.MC,financial,major,positive
1591,Ecoener,ECOE.MC,financial,major,positive
1591,Ecoener,ECOE.MC,financial,major,positive
1591,Ecoener,ECOE.MC,financial,major,positive
1592,ACS,ACS.MC,financial,minor,positive
1593,ACS,ACS.MC,financial,minor,positive
1594,CaixaBank,CABK.MC,financial,minor,positive
1595,ACS,ACS.MC,financial,minor,positive
1596,Naturgy Energy Group SA,NTGY.MC,policy,minor,positive
1596,Acciona S.A.,ANA.MC,policy,minor,positive
1596,Repsol S.A.,REP.MC,policy,minor,positive
1597,Acciona,ANA.MC,supply,minor,negative
1598,Siemens Gamesa Renewable Energy SA,SGRE.MC,technology,minor,positive
1599,Iberdrola S.A.,IBE.MC,financial,minor,positive
1599,Acciona SA,ANA.MC,financial,minor,positive
1599,Banco Santander SA,SAN.MC,financial,minor,negative
1599,Repsol SA,REP.MC,financial,minor,positive
1600,Ferrovial,FER.MC,supply,minor,positive
1600,ACS,ACS.MC,supply,minor,positive
1601,Aena SME S.A.,AENA.MC,demand,minor,positive
1601,Renfe,RENFE.MC,demand,minor,positive
1602,Banco Santander S.A.,SAN.MC,financial,minor,positive
1602,Alantra Partners S.A.,ALNT.MC,financial,minor,positive
1602,Opdenergy,OPD.MC,financial,major,positive
1604,Merlin Properties,MRL.MC,financial,minor,negative
1605,Acciona,ANA.MC,financial,major,positive
1606,Endesa SA,ELE.MC,supply,minor,positive
1607,BBVA,BBVA.MC,financial,minor,positive
1607,CaixaBank,CABK.MC,financial,minor,positive
1607,Santander,SAN.MC,financial,minor,positive
1608,Iberdrola S.A.,IBE.MC,policy,minor,positive
1609,ACS.MC,ACS.MC,financial,minor,positive
1610,ACS,ACS.MC,financial,major,positive
1611,ACS,ACS.MC,financial,minor,positive
1612,Repsol S.A.,REP.MC,supply,minor,negative
1613,ACS,ACS.MC,financial,major,positive
1614,Repsol,REP.MC,demand,minor,positive
1615,ACS,ACS.MC,financial,minor,positive
1616,ACS,ACS.MC,financial,minor,positive
1617,CaixaBank,CABK.MC,financial,major,positive
1618,Ferrovial,FER.MC,policy,minor,positive
1619,Aena,AENA.MC,financial,minor,positive
1620,Repsol,REP.MC,financial,minor,positive
1621,Euskaltel,EKT.MC,financial,major,positive
1622,Iberdrola,IBE.MC,technology,major,positive
1623,Banco de Sabadell SA,SAB.MC,financial,minor,positive
1624,Aena,AENA.MC,demand,major,negative
1625,Acciona,ANA.MC,financial,minor,positive
1626,CaixaBank SA (CABK.MC),CABK.MC,financial,minor,positive
1627,International Consolidated Airlines Group,IAG.MC,financial,major,positive
1627,Barceló,??.MC,financial,minor,positive
1627,Air Europa,??.MC,financial,major,negative
1627,Globalia,??.MC,financial,major,negative
1628,Naturgy Energy Group SA,NTGY.MC,financial,minor,positive
1629,Cellnex,CLNX.MC,financial,minor,positive
1630,Red Eléctrica Corp.,REE.MC,policy,minor,positive
1630,Iberdrola,IBE.MC,policy,minor,positive
1631,Acciona,ANA.MC,financial,minor,positive
1632,Repsol,REP.MC,financial,minor,positive
1633,Repsol,REP.MC,demand,minor,positive
1634,Endesa S.A.,ELE.MC,policy,minor,positive
1635,Naturgy Energy Group S.A.,NTGY.MC,financial,minor,negative
1636,Cellnex Telecom SA,CLNX.MC,financial,minor,positive
1637,BBVA,BBVA.MC,financial,major,negative
1638,Banco Santander S.A.,SAN.MC,financial,minor,positive
1639,Acciona,ANA.MC,policy,major,positive
1640,ACS SA,ACS.MC,policy,major,positive
1641,Telefónica SA (TEF.MC),TEF.MC,financial,major,positive
1642,CaixaBank SA,CABK.MC,supply,major,negative
