publ_datetime,articles,tickers
2021-09-17 09:45:17.058,"Renta 4 valora positivamente compra de Grifols en Alemania.  Los analistas de Renta 4 aplauden la compra por Grifols (GRF.MC) de Tiancheng Pharmaceutical Holding, el principal accionista de la alemana Biotest AG (BIO.XE), por EUR1.100 millones. ""Valoramos positivamente la adquisición de una compañía que cuenta con dos proteínas plasmáticas que incrementarían el Ebitda en EUR300 millones en 2024 y EUR600 millones en 2026"", apuntan. Sin embargo, consideran que el aumento de la deuda ""en una compañía en la que ya venía siendo uno de los focos de atención del mercado podría no ser bien recibido por el mercado"". La correduría mantiene recomendación de sobreponderar y un precio objetivo de EUR31,68. Acción baja 1,9% a EUR20,22. 

",['GRF.MC']
2021-09-17 09:57:16.138,"Grifols paga un precio elevado por Biotest -Bankinter.  La adquisición por parte de Grifols (GRF.MC) del principal accionista de la alemana Biotest AG (BIO.XE) y la posterior opa por el resto de la compañía, en una operación que la valora en EUR1.600 millones, es negativa para el valor, indica Bankinter. El banco señala que la compra ""es una nueva operación corporativa buscando aumentar la capacidad de recogida de plasma"", pero añade que ""el precio pagado es elevado"", y la operación ""diluye el beneficio por acción de Grifols un 5%"". Por otra parte, apunta que la germana lleva varios años con unas pérdidas netas anuales de EUR33 millones y que las implicaciones para el dividendo de Grifols ""son negativas"", porque estima que la española ""dejará de pagar dividendos en efectivo hasta 2024, aunque previsiblemente ofrecerá pagos en acciones"". Bankinter mantiene recomendación neutral, aunque recorta su precio objetivo a EUR20 desde EUR24,25. La acción baja un 1,9% a EUR20,24. . ",['GRF.MC']
2021-09-17 10:18:55.364,"Acción de IAG podría estar descontando segunda ampliación de capital.  Renta 4 señala que la acción de IAG (IAG.MC) podría estar descontando una segunda ampliación de capital tras la que realizó hace un año. ""Esta idea ha cobrado más fuerza recientemente después de que EasyJet anunciara hace unos días una ampliación"", asegura la entidad. Sin embargo, considera que el conglomerado de aerolíneas podría ""evitar, o al menos retrasar de momento, una nueva ampliación de capital"", ya que disponía de EUR10.800 millones de liquidez en junio y calcula que podría consumir algo más de EUR100 millones de caja a la semana en el segundo semestre del año, un nivel con el que considera que ""la directiva se siente relativamente cómoda"". Por otra parte, espera que, tras unos meses ""con malas noticias en cuanto al levantamiento de restricciones"" por la pandemia, esta tendencia podría comenzar a cambiar y ser el principal catalizador del sector..  Por tanto, considera que los títulos de IAG ""ofrecen una oportunidad de inversión --para clientes tolerantes al riesgo-- muy atractiva"". Reitera recomendación de sobreponderar y un precio objetivo de EUR2,82. La acción de IAG sube en Madrid un 3,3% a EUR1,73. 

",['IAG.MC']
2021-09-17 10:39:40.480,"ACTUALIZA: Consorcio de ACS y Acciona logra obras para nuevo aeropuerto de Sídney. (Reescribe para añadir detalles a lo largo del texto y cifra total del contrato)

 Un consorcio de Actividades de Construcción y Servicios SA (ACS.MC) y Acciona SA (ANA.MC) ganó un contrato para construir la zona de operaciones del Aeropuerto Internacional de Western Sydney (Nancy-Bird Walton), en Australia, por un importe de 530 millones de dólares australianos (EUR328 millones).. El consorcio es una sociedad conjunta al 50% entre los dos socios y ACS llevará a cabo los trabajos a través de CPB Contractors, subsidiaria de su filial australiana CIMIC Group Ltd (CIM.AU) y a la que este contrato reportará 265 millones de dólares australianos (EUR164 millones), según señaló en un comunicado.

Este es el tercer proyecto adjudicado por Western Sydney Airport a la empresa conjunta después de ser seleccionada para llevar a cabo trabajos de movimiento de tierras.

El alcance de las obras incluye el diseño y la construcción de una pista de 3.700 metros, así como de la instalación de más de 3.000 luces aeronáuticas terrestres, carreteras laterales, dotación energética y puesta en servicio e integración de todos los sistemas de seguridad y navegación en las instalaciones.

La construcción tardará dos años y se espera que el aeropuerto de Western Sydney abra a finales de 2026.

El Gobierno australiano anunció una inversión de 5.300 millones de dólares australianos (EUR3.300 millones) en este proyecto.

Inicialmente, el nuevo aeropuerto prestará servicio a 10 millones de pasajeros al año, pero esta cifra podría ascender en función de la demanda hasta convertirse en una de las principales puertas de entrada a Australia.

Se prevé que el aeródromo, actualmente en construcción dentro del suburbio de Badgerys Creek, tenga operaciones las 24 horas del día y que complemente al aeropuerto Kingsford Smith, que ha alcanzado su capacidad debido a los límites de vuelo legislados.

Acciona se estableció en Australia en 2002, donde se ha adjudicado importantes proyectos como el Metro Oeste de Sídney o los túneles de Legacy Way en Brisbane. Además, a través de Acciona Energía iniciará la construcción de su parque eólico más grande en Australia, el complejo MacIntyre en Queensland, con una capacidad total de 1.026 MW.

","['ANA.MC', 'ACS.MC']"
2021-09-17 10:42:49.871,"JPMorgan da a Repsol potencial de crecimiento en bolsa del 40%.  Repsol (REP.MC) encaja bien en los nuevos criterios de JPMorgan Cazenove para el sector europeo de la energía, según una nota de análisis. El banco considera que el refino es ""un motor fundamental del valor"" de la petrolera española y ve ""brotes verdes"" en este negocio, lo que hace resaltar su ""apalancamiento poco caro y las tendencias positivas en las condiciones macroeconómicas"". Los analistas de la correduría elevan a sobreponderar desde neutral su recomendación y aumentan el precio objetivo a EUR14 desde EUR13, lo que implica un potencial de revalorización del 40% en bolsa para la petrolera. La acción sube un 0,2% a EUR10,05. 

",['REP.MC']
2021-09-17 10:56:00.774,"Compra de Biotest tiene ""buen encaje estratégico"" para Grifols.  Sabadell considera que la adquisición de Biotest (BIO.XE) por parte de Grifols (GRF.MC) tiene ""un buen encaje estratégico"", que permitiría a la española ""escalar y complementar su negocio de biociencias, eliminando un competidor del sector"", ya que cuenta con 26 centros de plasma y aumentará su peso en Europa, Oriente Próximo y África, explica la entidad. , ""el múltiplo de adquisición es elevado"", y la salida estimada de caja por el banco de unos EUR1.100 millones elevará su endeudamiento neto hasta 5,4 veces su Ebitda, lo que ""limitará el pago de dividendo a corto plazo"", asegura. Reitera recomendación de comprar y precio objetivo de EUR33,50. La acción de Grifols baja un 1,9% a EUR20,24. 

",['GRF.MC']
2021-09-17 11:12:43.059,"Sabadell no espera mejora en precio de opa parcial sobre Naturgy.  Sabadell no espera una mejora en el precio de la opa parcial del fondo australiano IFM por Naturgy (NTGY.MC), formulada a EUR22,07 por acción. En un comentario de análisis, el banco alerta de que ""de no vender en mercado a estos precios o no aceptar la opa, el día después de ésta el riesgo es elevado en la cotización de Naturgy, que recogerá toda la incertidumbre regulatoria (de la que ahora ha estado exenta) en línea con el sector"", explica. La entidad calcula que Iberdrola (IBE.MC) o Endesa (ELE.MC) se han dejado más de un 12% en bolsa de media por el último real decreto del Gobierno sobre el sector. Los analistas de Sabadell consideran que Naturgy se ve menos impactada, pero aseguran que el efecto del ajuste en la retribución por el precio de los derechos del dióxido de carbono y de este último real decreto sería de alrededor de EUR350 millones, o un 13% menos en el beneficio después de impuestos estimado para 2021..  Sabadell mantiene recomendación de vender con un precio objetivo de EUR22,57. Acción baja 0,2% a EUR21,77. 

","['IBE.MC', 'NTGY.MC', 'ELE.MC']"
2021-09-17 11:32:29.396,"Compra de Biotest por Grifols es una apuesta arriesgada -Equita Sim.  La inversión de Grifols (GRF.MC) para comprar la alemana Biotest (BIO.XE) es una apuesta arriesgada en un momento de creciente competencia en el segmento de los derivados de plasma, señala Gianmarco Bonacina, analista de Equita Sim. La adquisición reforzará la cuota de mercado de Grifols en este sector, que ahora es de en torno al 25%, en alrededor del 10%, indica Bonacina. Desde una perspectiva financiera, la operación puede ser neutral en términos de creación de valor, según Bonacina. ""Aunque Grifols paga un múltiplo con prima en Ebitda, en términos de ventas está en línea, y en cuanto a las sinergias los márgenes de Biotest podrían alinearse con los de Grifols"", afirma. La acción de Grifols baja un 1,9% a EUR20,23. 

",['GRF.MC']
2021-09-17 17:49:50.861,"Consejo de Naturgy considera razonable el precio de la opa parcial lanzada por IFM.  El consejo de Naturgy Energy Group S.A. (NTGY.MC) señaló el viernes que considera ""razonable"" el precio de la opa parcial por la compañía que ha planteado el fondo australiano IFM GIF de EUR22,07 por acción, aunque indicó que también ""se debe valorar"" otras cuestiones como el impacto de la oferta en el gobierno corporativo de la compañía.

En el informe de valoración de la oferta enviado a la Comisión Nacional del Mercado de Valores, el consejo también señaló que todos sus miembros titulares de acciones han manifestado que no acudirán a la opa ni tampoco lo hará la compañía con su autocartera.. Además, el consejo recordó que CriteriaCaixa, accionista de referencia de la compañía, no participará en la operación. Tampoco lo harán Rioja Acquisition, Sàrl, vehículo mediante el que CVC Capital Partners (CVC.YY) está presente en el capital de la gasista, y Global Infrastructure Partners LLC, agregó.

Respecto al impacto sobre el gobierno corporativo, el consejo de la energética aseguró que la intención de IFM de solicitar dos consejeros dominicales unida a la voluntad de no ampliar el tamaño del consejo implica la reducción de consejeros independientes, lo que dificulta seguir las recomendaciones de la CNMV y conduciría a que estos dejaran de ser claves en las decisiones más relevantes.

Además, el fondo australiano tampoco garantiza en el folleto de la opa que no participará en la designación o cese de estos consejeros, agregó.

""En cualquier caso, corresponde a los accionistas decidir si aceptan o no la oferta, en función de sus particulares intereses, tolerancia al riesgo y horizonte temporal de inversión"", señaló el consejo.

La opa se dirige a un máximo de 220 millones de acciones, o un 22,69% del capital de la gasista española, y ha recibido la autorización de la CNMV y del Ejecutivo español, que condicionó su luz verde a que durante cinco años IFM apoye los proyectos de inversión de Naturgy vinculados a la transición energética en España que contribuyan a generar valor a largo plazo, entre otras cuestiones.

La oferta está condicionada a que acuda un mínimo del 17% del capital de Naturgy y el plazo de aceptación se extiende hasta el 8 de octubre, según indicó la semana pasada la CNMV.

El precio de EUR23 por acción ofrecido inicialmente por el fondo fue ajustado por los dividendos que Naturgy pagó en marzo y agosto de este año por importe bruto de EUR0,63 y EUR0,30 por título, respectivamente, hasta la actual oferta de EUR22,07.

La acción de Naturgy cerró el viernes con un descenso del 1% a EUR21,59.

",['NTGY.MC']
2021-09-17 18:02:56.179,"CaixaBank acepta 6.058 salidas de las 8.208 solicitudes de adhesión al ERE.  La dirección de CaixaBank S.A. (CABK.MC) aceptó el viernes la salida voluntaria de 6.058 empleados, mientras que se siguen ""analizando posibles soluciones"" para 2.070 trabajadores que también han solicitado adherirse al Expediente de Regulación de Empleo.

El pasado 30 de julio terminó el plazo de presentación de solicitudes y el 2 de agosto CaixaBank informó de que había recibido 8.246 solicitudes de adhesión al ERE.. Fuentes del banco explicaron a Efe que la dirección y los sindicatos se han reunido el viernes por segunda vez en la comisión de seguimiento del Acuerdo Laboral de Reestructuración de la entidad.

Finalmente, el número total de solicitudes valoradas para acceder al plan de bajas voluntarias ha sido de 8.208, de las que 6.058 se han aceptado.

Hay otras 2.070 peticiones de adhesión al este plan que ""no se pueden atender, por lo que dirección y sindicatos han analizado posibles soluciones"".

Entre ellas, se cuentan la posibilidad de traslados voluntarios a otras provincias o centros, como el servicio de atención remota InTouch, del que se crearán tres nuevos centros en León, Córdoba y Huelva, o el Centro de Soporte a la Banca Digital, con un nuevo centro en Almería.

La dirección calcula que estas alternativas harán que pueda aceptar 267 peticiones de adhesión al plan de bajas voluntarias en provincias y áreas donde se han registrado más solicitudes de adhesión al ERE que excedente de trabajadores que el banco considera que tiene.

Ya el 1 de noviembre dejarán de trabajar para CaixaBank 1.223 personas que se han acogido al ERE, indicaron las mismas fuentes.

",['CABK.MC']
2021-09-20 11:04:06.582,"Repsol producirá hidrógeno verde en refinería vasca de Petronor en 2022.  Repsol S.A. (REP.MC) anunció el lunes que instalará el primer electrolizador en el País Vasco en la segunda mitad del próximo año, con el que producirá hidrógeno renovable en su refinería de Petronor.

En una nota de prensa, la petrolera indicó que la máquina --que emplea agua y electricidad para producir el gas-- tendrá una capacidad de 2,5 megavatios e implica una inversión de EUR8,9 millones.. El electrolizador dará servicio a la propia refinería y a diferentes entidades del parque tecnológico de la Margen Izquierda, ubicado en el municipio de Abanto-Zierbena, que incluirá la primera planta de hidrógeno de la región para suministrar a los vehículos ligeros y autobuses de la plataforma logística de movilidad del centro.

El proyecto forma parte del Corredor Vasco del Hidrógeno, promovido por Petronor y Repsol ""para acelerar la recuperación económica"" en la región y en España, agregó.

La petrolera es la principal productora y consumidora de hidrógeno en España y este gas renovable será uno de los pilares estratégicos para alcanzar la neutralidad de carbono, añadió. El grupo tienen intención de instalar una capacidad de 557 MW en 2025 y llegar a los 1,9 gigavatios en 2030.

A las 0903 , la acción baja un 2,2% a EUR9,83.

",['REP.MC']
2021-09-20 11:25:49.828,"Credit Suisse sube precio objetivo de Cellnex a EUR70.  Credit Suisse mejora el precio objetivo de Cellnex (CLNX.MC) a EUR70 desde EUR65,76 tras actualizar sus estimaciones e incorporar la operación de Polsat, que se cerró a mediados de julio. El banco suizo revisa al alza su previsión de Ebitda para este año en EUR120 millones, y la transacción de Polonia contribuiría en EUR80 millones a esta subida de las estimaciones. ""Las tendencias orgánicas siguen sólidas"", señala la entidad, si bien añade que ""el principal tema estratégico sigue siendo cuáles serán las próximas oportunidades de consolidación"". En este sentido, apunta que Deutsche Telekom (DTE.XE) ha iniciado la revisión estratégica de sus activos de torres y cree que Cellnex está ""bien posicionada como potencial candidata"". Con todo, Credit Suisse no espera una resolución rápida de este proceso, pero opina que Alemania es una gran oportunidad para el operador español de infraestructuras de telecomunicaciones. Reitera su recomendación de superior al mercado..  La acción baja un 0,5% a EUR57,78. 

",['CLNX.MC']
2021-09-20 12:20:31.455,"Naturgy se alía con Enagás y Exolum por la movilidad con hidrógeno verde en España.  Naturgy Energy Group S.A. (NTGY.MC) anunció el lunes que ha firmado un acuerdo con Enagás S.A. (ENG.MC) y Exolum para estudiar y promover conjuntamente infraestructuras para producir, suministrar y distribuir hidrógeno verde en el sector de la movilidad en España.

En una nota de prensa, la gasista indicó que el pacto incluye el desarrollo de una red de 50 hidrogeneras ""que ofrezcan una penetración homogénea"" en el país.. El proyecto, denominado Win4H2, es la primera gran alianza de hidrógeno para corredores de movilidad en España, y entre sus posibles beneficiarios está la Administración, los sectores de transporte de viajeros, logística, taxis, vehículos particulares y la logística de equipajes portuario y aeroportuario, entre otros, añadió.

Naturgy agregó que el objetivo de estos corredores es crear una red de puntos de abastecimiento de hidrógeno renovable ""que disten entre ellos del orden de 300 kilómetros y cubran la totalidad del país"", lo que permitirá el establecimiento de rutas logísticas nacionales con garantía de suministro y su conexión con rutas internacionales.

El despliegue de la red se realizará de forma progresiva y buscando colaboración público-privada a través de ayudas que permitan cumplir con la Hoja de Ruta del Hidrógeno publicada del Ministerio para la Transición Ecológica y el Reto Demográfico, apuntó la compañía.

El proyecto prevé disponer de una capacidad de producción de hidrógeno verde de aproximadamente 4.000 a 7.000 toneladas al año en una primera etapa, dijo.

Las tres firmas están ya diseñando la primera ruta que permitirá suministrar este gas en las localidades de Madrid, Valencia, Murcia y Cartagena, explicó.

A las 1012 , la acción de Naturgy baja un 0,4% a EUR21,50 y la de Enagás sube un 0,8% a EUR18,74.

","['ENG.MC', 'NTGY.MC']"
2021-09-20 12:36:21.549,"CaixaBank crea una división para financiar al sector farmacéutico.  CaixaBank SA (CABK.MC) anunció el lunes el lanzamiento de una división especializada en el sector farmacéutico que ofrecerá servicios financieros y no financieros.

""La nueva división nace con el objetivo de apoyar a los negocios y autónomos de este sector con productos y servicios que les ayuden en la gestión de su día a día y vayan más allá de lo financiero"", explicó el banco en una nota de prensa, en la que destacó que CaixaBank es un referente para los negocios farmacéuticos con una cartera de más de 14.000 farmacias que son clientes de la entidad y una cuota de mercado por encima del 60%.. Los productos de la división, denominada CaixaBank Pharma, incluirán soluciones tecnológicas de cobro, financiación adaptada a los proyectos, seguros especializados, alquiler de equipos específicos y ofertas de ahorro e inversión, detalló la entidad. Además, CaixaBank también prestará asesoramiento especializado a aquellos profesionales que deseen abrir una farmacia, adquirir una licencia o comprar un local para desarrollar su actividad y requieran de una financiación a medida, añadió.

También proveerá herramientas de gestión enfocadas a la digitalización para simplificar aspectos como la gestión del establecimiento, el comercio online y el análisis de ventas, indicó.

A las 1035 , la acción de CaixaBank baja un 3,9% a EUR2,49.

",['CABK.MC']
2021-09-20 17:29:17.503,"Iberia abre posibilidad de renegociar el precio y la operación de Air Europa.  El presidente de Iberia, Javier Sánchez Prieto, dejó abierta la posibilidad de renegociar el precio de compra de Air Europa, ya rebajado desde EUR1.000 millones iniciales a EUR500 millones, e incluso la operación en sí misma.

Tras el análisis de la operación de compra de Air Europa por parte de Iberia que están haciendo los órganos de competencia europeos, ""tenemos que ver la evolución de la compañía, si necesita que se le inyecten fondos y cuál es la foto final antes de tomar una decisión"", dijo el presidente de la aerolínea.. Air Europa sigue siendo estratégica para Iberia, según su presidente, que considera que esa compra sería buena para la compañía, para el país, para el turismo, para potenciar el ""hub"" --distribuidor del tráfico-- de Madrid, para los clientes y para los trabajadores.

Pero ""tenemos que analizarlo"", añadió. ""Ha habido operaciones como la compra de Vueling o de Aer Lingus --por parte de International Consolidated Airlines Group S.A. (IAG.MC), el grupo al que pertenece Iberia y British Airways-- que salieron adelante, pero otras, como la de Norwegian, se decidió no ejecutar"".

Iberia acordó la compra de la aerolínea de Globalia en noviembre de 2019, pero la irrupción de la pandemia llevó a rebajar el precio de la operación a EUR500 millones en enero pasado.

",['IAG.MC']
2021-09-21 07:14:25.873,"Filial de ACS Cimic y Acciona se unen en gran proyecto ferroviario en Australia -Ftes.  Un consorcio formado por un brazo de CIMIC Group Ltd. (CIM.AU) --filial de la constructora española Actividades de Construccion y Servicios S.A. (ACS.MC)-- y Acciona Construction Australia se adjudicó un proyecto para el desarrollo de obras civiles para la futura línea ferroviaria de Inland Rail, según informaron este martes fuentes empresariales.

Cimic indicó en un comunicado que el monto de los ingresos para su brazo CPB Contractor, que forma parte del consorcio, se confirmará una vez que se concreten los contratos de diseño y construcción de las obras, tras la fase del Acuerdo Marco de Colaboración.. Para este proyecto, la Corporación Australiana de Vías Férreas del Gobierno de Australia seleccionó al consorcio ACACPB, en la que las empresas españolas participan en un 50% cada una, según informó Cimic en un comunicado.

Las obras para la planificación y desarrollo de las obras civiles entre Narrabri y Narromine, en la zona septentrional del estado Nueva Gales del Sur, forman parte del proyecto ferroviario de 1.700 kilómetros que unirá por el interior de Australia a las ciudades de Brisbane y Melbourne.

""El Inland Rail es crucial para el crecimiento de la población australiana, ya que proporciona un enlace rápido de mercancías entre las empresas y los mercados regionales. Estamos orgullosos de contribuir a este importante proyecto"", dijo en un comunicado el presidente ejecutivo y director general de Cimic, Juan Santamaría.

Las obras civiles incluyen aproximadamente 306 kilómetros de nueva formación de vías que abarcan trabajos para los movimientos de tierra a granel, drenaje, estructuras de puentes/viaductos, materiales y gestión logística, de acuerdo al comunicado de Cimic.

",['ACS.MC']
2021-09-21 07:19:38.834,"Grifols prepara emisión de bonos por EUR2.000m por la compra de Biotest -Ftes.  La multinacional catalana de hemoderivados Grifols S.A. (GRF.MC) prepara una emisión de bonos a siete años por unos EUR2.000 millones para financiar la adquisición de la compañía alemana Biotest AG (BIO.XE), aseguraron a Efe fuentes financieras.

El pasado viernes, Grifols dio a conocer que había acordado la adquisición, por EUR1.100 millones, de la totalidad del capital social de la farmacéutica Tiancheng Pharmaceutical Holdings, propietaria del 90% de las acciones ordinarias y del 1% de las acciones preferentes de la compañía alemana Biotest.. En paralelo, avanzó que lanzaría una opa para adquirir en efectivo el resto de las acciones ordinarias y preferentes de Biotest por EUR43 y EUR37, respectivamente, e intentar hacerse así con la totalidad del capital.

Biotest es una empresa del sector de la salud que cotiza en bolsa y está especializada en hematología e inmunología clínica innovadora.

La operación, que está previsto que se cierre a finales del primer semestre de 2022, valora el capital de Biotest en unos EUR1.600 millones, y en unos EUR2.000 millones su valor de mercado.

Para financiar la operación, Grifols aseguró el viernes que tenía comprometida con Bank of America Corp. (BAC) --BofA Securities-- una financiación puente no garantizada por importe de EUR2.000 millones, pero ya avanzó que exploraría opciones de financiación con instrumentos de deuda no garantizada.

Fundada en 1946, Biotest es una multinacional que cotiza en la Bolsa de Fráncfort.

",['GRF.MC']
2021-09-21 09:43:30.995,"ACS participará en nueva subasta eólica marina de Escocia.  Actividades de Construcción y Servicios SA (ACS.MC) participará en la subasta de eólica marina en Escocia, que se celebrará en enero de 2022, a través de su filial Cobra Instalaciones y Servicios, S.A, informó el martes un portavoz de la constructora.

La empresa participará con ofertas para varios proyectos entre los 1.000 megavatios y los 1.500 MW, añadió.. El portavoz no pudo precisar el total de los desarrollos a los que se presentará en la subasta, denominada ScotWind Leasing, aunque el diario Cinco Días informó el martes de que podría postularse para iniciativas por un total de 7.000 MW allí, según fuentes conocedoras del proceso.

A la subasta en Escocia, convocada por la entidad pública Crown State Scotland, también concurrirá Iberdrola SA (IBE.MC) en alianza con Royal Dutch Shell PLC (RDSA.LN), según indicó la eléctrica española en julio.

En febrero, un consorcio en el que participa Cobra se adjudicó el desarrollo de 480 MW eólicos marinos en las aguas del mar de Irlanda.

A las 0742 , la acción de ACS sube un 1,6% a EUR22,87.

","['IBE.MC', 'ACS.MC']"
2021-09-21 10:31:07.835,"IAG es la mejor opción para aprovechar apertura de EEUU a viajeros.  Después de que Estados Unidos anunciara que relajará las restricciones para los viajeros procedentes de la Unión Europea y Reino Unido, Sabadell considera que ""la mejor forma de aprovecharse"" de este cambio es a través de las acciones del conglomerado de aerolíneas IAG (IAG.MC). La entidad resalta que el mercado estadounidense supone un 17% de sus ventas en un año normalizado y un 30% de su capacidad. ""Este segmento geográfico es de especial relevancia por la posición de dominio de British Airways en el Atlántico Norte, el cual tiene un mayor ingreso unitario --por mayor peso 'business'-- y, por ende, una mayor rentabilidad, apoyado en los viajes de negocios"", explica. La acción de IAG sube un 6,3% a EUR2,06. 

",['IAG.MC']
2021-09-21 10:39:58.531,"JPMorgan es cauto sobre Telefónica por competencia en España.  JPMorgan Cazenove asegura que Telefónica (TEF.MC) es el valor europeo de telecomunicaciones con mejor evolución en lo que va de año, con una revalorización del 33% frente al 15% de la industria. A ello han contribuido factores como el ""incansable esfuerzo de racionalización de la cartera"" por parte de sus gestores o las esperanzas de un rebote de los ingresos en España en 2022, entre otros, señala el banco. Pero a pesar de ""este contexto favorable"", los analistas de la correduría siguen siendo ""cautelosos por la perspectiva de competencia española"" y porque encuentran ""forzados"" tanto el apalancamiento como la valoración de la compañía. ""Nos preocupa que el riesgo-recompensa esperado para 2022 está inclinado a la baja"", afirman. JPMorgan mantiene recomendación de infraponderar, aunque eleva el precio objetivo a EUR3,7 desde EUR3,3. Acción baja 1,4% a EUR4,06. 

",['TEF.MC']
2021-09-21 11:03:36.330,"Los bancos españoles ganan EUR7.190m hasta junio por menores provisiones.  Los bancos españoles ganaron EUR7.190 millones en el primer semestre de 2021, frente a las pérdidas de EUR11.531 millones del mismo periodo del año anterior, cuando dotaron provisiones para anticiparse a los posibles efectos de la crisis derivada de la pandemia, según informó el martes la Asociación Española de Banca, AEB.

El margen bruto, que incluye todos los ingresos obtenidos, se redujo un 3,1% en tasa interanual, debido fundamentalmente a la disminución del margen de intereses, frente a la ligera mejora de los ingresos netos por comisiones y de los resultados por operaciones financieras netos de diferencias de cambio.. Los menores gastos de explotación, que se contrajeron un 6%, permitieron compensar íntegramente la reducción del margen bruto, situando la ratio de eficiencia en el 47,4%, lo que supone una mejora de más de un punto porcentual respecto a junio de 2020. Las entidades dotaron a provisiones EUR9.062 millones entre enero y junio, un 36% menos que un año antes o EUR5.098 millones en cifras absolutas, con lo que volvieron a niveles previos a la crisis.

Los menores gastos por impuestos y, en especial, la ausencia de saneamientos tan elevados como los de 2020 permitieron que el resultado consolidado del ejercicio se situara en EUR8.440 millones.

La rentabilidad sobre fondos propios --ROE-- subió ligeramente por encima del 7%, lo que supone la ratio más elevada de los últimos 10 trimestres.

Según la información difundida por la AEB, el balance consolidado de los bancos españoles se elevó a EUR2,7 billones a 30 de junio, un 2,6% menos que un año antes, debido, en parte, al efecto perímetro, tras la venta por parte de Banco Bilbao Vizcaya Argentaria S.A. (BBVA.MC) de su filial en Estados Unidos, y a la disminución de la actividad de negociación con derivados.

El crédito otorgado a la clientela, cuyo volumen agregado se ha visto afectado por dicho efecto perímetro, disminuyó un 2,7%, con una ratio de morosidad del 3,7%, tres puntos básicos inferior a la de un año antes, y un nivel de cobertura del 71,9% de los activos dudosos, frente al 72,9% de junio de 2020.

Los depósitos de la clientela, sin embargo, experimentaron un ligero incremento del 0,3% anual, a pesar de la reducción del perímetro de consolidación y la ratio de préstamos sobre depósitos se situó el 102%, cuatro puntos porcentuales menos.

En términos agregados, la suma de los saldos con bancos centrales y entidades de crédito continúa presentando una posición neta prestamista por más de EUR64.000 millones, añade el comunicado de la patronal bancaria.

En cuanto al resto de epígrafes del balance, junto a la disminución de la actividad de negociación con derivados de más de EUR50.000 millones, se redujo tanto la tenencia de títulos de renta fija en las carteras de las entidades en un 3,4% anual, como el saldo de los instrumentos de esta naturaleza emitidos por los bancos en un 7,3%.

Los fondos propios se incrementaron un 4,5% en el año y representan el 7,7% del total activos, 50 puntos básicos más que en junio de 2020.

Y la ratio de capital de máxima calidad --CET1-- se situó en el 12,5%, 83 puntos básicos por encima de la registrada hace un año.

",['BBVA.MC']
2021-09-21 15:10:57.680,"Aelec denuncia que muchas centrales entrarán en pérdidas por recortes.  Aelec, asociación que agrupa a Endesa SA (ELE.MC), Iberdrola SA (IBE.MC), EDP-Energias de Portugal SA (EDP.LB) y Viesgo, advirtió el martes de que la decisión del Gobierno español de reducir la retribución de nucleares, hidráulicas y renovables --eólica y fotovoltaica-- a mercado hará que numerosas centrales incurran en pérdidas económicas significativas.

Para amortiguar el impacto de la subida del mercado mayorista eléctrico --o ""pool""-- en el recibo de hogares y empresas por los altos precios del gas, el Ejecutivo aprobó, entre otras medidas, obligar a dichas tecnologías a devolver el 90% de los beneficios ""extra"" que generen hasta marzo de 2022 debido a esos altos precios del gas, un coste en el que no incurren.. Según Aelec, esta medida se basa en la suposición de que estas centrales están vendiendo su energía al precio del mercado diario, por lo que se estarían beneficiando de la escalada de precios actual. ""Sin embargo, la realidad es que esta energía ha sido vendida por las comercializadoras y adquirida por los clientes que han contratado a un precio fijo, por lo que este precio --inferior al que marca el ""pool"" en la actualidad-- es el que reciben las centrales"", recordó la asociación.

Según la misma fuente, las empresas eléctricas tienen vendida a plazo el 100% de su producción de base --nuclear y renovable-- de 2021 y algo menos del 75% de la de 2022 desde hace meses a unos precios muy inferiores a los actuales en el mercado diario.

Si se aplicara la minoración, ""se daría la paradoja de que esta sería hasta mayor que el precio que están recibiendo de sus clientes, llegándose al absurdo de tener ingresos netos negativo,"" subrayó Aelec, cuya reacción llegó después de que el Gobierno asegurara que el mecanismo sólo afectará a contratos indexados al ""pool"" y deja fuera a aquellos cerrados hace meses.

No obstante, a modo de ejemplo, Aelec explicó en una nota que si se toma como referencia el máximo histórico que alcanzó el ""pool"" el 16 de septiembre, de EUR188,18 por megavatio/hora, y de acuerdo con la fórmula de minoración propuesta, cada central verá reducidos sus ingresos en EUR81,1 por cada megavatio producido.

""Si esas centrales tienen su producción vendida, por ejemplo, a un precio de EUR60/MWh, incurrirán en unas pérdidas de EUR21,1/MWh, ""una situación económicamente absurda e insostenible"".

","['IBE.MC', 'ELE.MC']"
